F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
4.31,-2.94,4,3.11,-17.34,-789.78,154.92,Rest,6,1254.69,-468.66,8,-2438.16,-14.47,Very high,36729.39,1850.87
0.73,0.87,6.88,4.25,-9.9,-736.14,69.62,UK,4,2246.76,-367.17,8,-2581.08,-21.13,High,25955.79,0
0.48,0.35,2.98,6.05,-15.96,-604.59,222.18,UK,3,1088.61,-403.29,12,-2120.36,-20.19,Medium,19609.56,1528.48
9.11,-0.33,11.94,5.79,-7.9,-924.81,169.2,USA,3,1189.86,-327.96,10,-2861.86,-21.08,Medium,33189.33,884.38
0.28,0.21,4.94,4.42,-11.06,-831.6,221.86,UK,5,422.82,-338.19,6,-2540.8,-22.22,Very low,25855.68,2022.55
0.45,-4.36,3.56,3.47,-1.86,-774.63,175.22,Europe,3,1810.41,-339,8,-2423.84,-14.47,Low,23680.11,46.87
0.01,1.46,5.72,1.76,-12.32,-776.85,127.16,Rest,7,2900.22,-197.85,8,-2211.02,-17.54,Medium,18607.92,128.76
1.53,2.29,15.1,3.12,-4.34,-706.17,133.48,USA,4,1614.9,-284.01,2,-1637.58,-19.79,Low,21204.81,1657.03
1.49,5.38,0.36,2.83,-2.6,-866.16,45.02,UK,6,2982.27,-324.54,4,-1755.04,-15.76,Very high,21832.86,0
5.25,4.36,5.62,8.16,-13,-847.05,22.1,Europe,5,1212.39,-270.24,12,-2359.36,-20.12,Very low,49074.6,0
6.18,-5.19,5.02,2.72,-4.52,-757.23,169.68,Rest,4,1990.59,-363.18,8,-2275.6,-15.85,Very low,7642.89,10.82
0.17,-3.46,1.96,6.72,-14.1,-989.4,94.8,USA,8,2189.82,-316.86,10,-3178.66,-20.52,Medium,23498.16,0
0,-0.84,6.32,1.96,-11.58,-741.45,93.28,UK,6,847.11,-137.55,8,-2712.74,-20.97,Medium,24072.18,0
5.54,-5.44,28.46,4.83,-7.5,-816.75,45.38,USA,4,1660.14,-247.02,2,-2461.62,-18.73,Very high,34125.96,2165.36
0.04,3,6.2,6.26,-4.5,-888.15,92.16,UK,9,418.26,-348.39,8,-2050.32,-15.41,Medium,28983.39,2439.73
0.05,-2.45,9.8,3.21,-7.94,-778.92,73.78,UK,5,335.04,-348.33,0,-1698.26,-21.93,Low,26193.15,2238.1
0.01,1.15,4.2,1.51,-5.82,-731.64,177.56,USA,4,1639.53,-397.2,6,-1097.04,1.75,Medium,10299.48,1228.06
0.85,-3.37,2.62,6.14,-12.96,-807.36,145.7,USA,2,2021.49,-267.75,8,-2217.14,-18.79,Very low,31286.34,0
0.79,0.21,5.3,3.44,-12.6,-605.97,114.06,Rest,8,451.77,-257.37,6,-1829.42,-15.39,Very high,20767.05,3529.29
3.58,1.27,5.5,3.87,-11.54,-853.98,14.42,USA,2,1131.36,-320.94,4,-3057.62,-13.2,Very low,29368.95,0
0.07,-2.03,6.68,8.67,-8.12,-793.23,264.88,Rest,4,220.44,-284.49,2,-1735.58,-16.24,Low,27400.65,3795.19
0.25,-4.9,10.78,2.65,-7.44,-702.72,153.46,UK,0,1819.77,-439.17,6,-2348.74,-26.31,Medium,22132.17,0
11.27,-2.95,6.14,0.7,-11.36,-992.88,149.86,USA,4,2159.28,-352.38,8,-2048.86,-19.55,Very high,23109.99,470.74
1.25,1.44,3.86,2.06,-1.58,-882.84,74.3,UK,2,423.99,-297.3,6,-2676.6,-18.06,Medium,29942.4,0
4.66,0.91,7.7,2.57,2.92,-852.72,157.96,UK,2,1224.96,-450.36,8,-3086.9,-23.87,High,21585.45,0
5.41,-4.42,1.24,11.71,-16.94,-646.53,124.18,Rest,4,2413.89,-463.62,10,-2796.06,-23.61,Very high,36836.16,857.15
0.3,0.43,10.54,3.81,-1.7,-540.54,35.4,Rest,7,-637.47,-312.24,8,-3062.14,-21.75,Very low,15956.1,197.74
1.98,4.98,1.22,1.4,-10.58,-869.4,102.82,UK,2,1055.37,-253.44,6,-1697.28,-20.08,Very high,28157.46,0
14.02,0.49,5.8,4.76,-6.88,-614.1,170.18,Europe,2,-530.79,-458.04,4,-3098.32,-19.47,Medium,10795.26,486.4
0.19,5.76,23.66,0.81,-5.06,-807.3,212.2,USA,5,1246.71,-301.86,10,-1222.8,-18.53,Medium,31303.74,2731.66
131.54,-0.77,0.26,3.48,-6.98,-741.06,150.62,Rest,3,1415.46,-369.6,8,-2958.12,-20.86,Low,50061.84,0
0.18,3.67,8.42,0.77,-8.84,-820.38,56.56,Rest,3,2287.05,-392.82,10,-1754.26,-23.09,High,28022.22,0
0.41,-3.07,7.12,0.51,-15.12,-858.27,136.28,USA,1,1210.8,-398.25,4,-2965.26,-19.13,High,9039.51,0
89.26,1.37,1.78,1.27,-8.02,-679.62,155.02,Europe,5,1945.65,-411.21,6,-1735.36,-15.92,Medium,22380.84,192.76
0.05,-0.75,7.84,1.59,-15.06,-925.71,190.16,Rest,4,-117.45,-185.82,14,-2036.78,-18.14,High,21819,2306.95
0.69,4.02,8.12,3.07,-12.56,-807.66,172.66,USA,1,315.18,-465.72,18,-1650.62,-21.88,Very high,34875.12,748.62
0,0.42,4.34,9.83,-3.14,-797.19,95.1,USA,3,541.29,-278.55,12,-3336.62,-19.85,Very low,41323.11,0
9.57,0.89,20.8,2.95,-9.48,-816.36,83.12,Rest,2,918.09,-267.84,8,-2757.04,-17.61,Very high,23286.75,1783.97
0.55,0.47,6.44,2.26,0.42,-854.34,78.82,Europe,2,1877.88,-484.65,20,-1873.2,-19.31,Low,13989.81,0
0.55,1.86,9.42,2.64,-5.14,-769.68,68.74,UK,1,1274.07,-308.22,6,-2247.86,-15.01,Low,26322.69,0
2.87,0.81,10.2,1.97,4.7,-836.01,59.82,USA,5,1626,-355.77,10,-2475.18,-20.4,Medium,12532.2,0
0.03,-0.99,10.62,4.67,-0.26,-694.56,198.84,Europe,4,1972.89,-223.2,8,-1268.1,-26.08,Low,38741.43,982.4
122.01,3.76,4.08,3.57,-5.28,-848.01,50.26,USA,2,1332.39,-381.75,2,-3160.36,-25.81,Very low,-97.29,0
0.14,-3.14,2.4,1.85,2.28,-701.46,47.4,UK,5,2231.7,-379.05,4,-2216.18,-18.31,Low,-6612.93,0
1.26,4.77,10.94,1.47,-0.14,-908.97,108.74,Rest,4,560.31,-352.56,4,-2238.96,-19.06,Medium,29033.55,1636.57
0.51,0.49,29.68,1.42,-13,-717.27,13.08,USA,6,1024.89,-297.15,12,-2024.24,-31.95,Very high,22785.81,1543.83
0.58,0.32,16.78,5.02,2.52,-795.57,95.08,Rest,7,2131.5,-562.83,14,-2318.58,-20.25,Medium,12994.5,1385.72
0.02,-0.46,16.82,6.38,-4.92,-843.93,80.04,Rest,3,2369.04,-334.86,12,-2204.74,-18.8,Very high,16426.59,1427.31
25.6,-0.78,4.5,2.21,-2.8,-817.08,102.94,UK,2,1884.6,-205.98,12,-2604.08,-22.8,Very high,31972.95,0
2.06,-2.03,7.8,5.23,-12.52,-677.19,40.92,Rest,3,2156.79,-221.07,12,-2451.08,-8.84,High,21084.57,0
2.95,-2.42,10.82,1.26,-12.02,-725.88,215.5,Europe,4,2090.49,-172.26,4,-1993.18,-16.32,Low,1655.19,647.82
50.79,1.13,7.4,2.7,-7.3,-771.39,87.14,Rest,3,931.98,-358.8,2,-1991.08,-15.27,Medium,32109.66,906.18
2.85,0.88,8.34,3.39,-3.68,-871.95,94.28,USA,5,2363.37,-283.86,4,-2294.32,-19.59,High,23811.39,588.91
0.02,-7.61,4.78,4.51,-8.36,-833.43,84,UK,5,-504.54,-697.35,2,-1692.56,-20.47,Medium,-2714.61,2433.17
0.54,-1.51,2.24,1.03,-6.46,-823.38,117.08,Rest,5,746.1,-360.33,6,-1857.28,-21.82,Low,33570.03,234.04
2.12,-2.33,5.28,1.58,-3.08,-1071.42,113.46,Rest,4,1180.29,-328.5,8,-3736.64,-25.51,Medium,30890.43,0
31.42,-1.66,2.32,2.87,-15.56,-900.27,56.16,UK,3,443.19,-248.52,12,-1745.88,-18.89,Very low,24538.35,0
956.34,1.92,8.72,6.66,-10.38,-819.09,147.72,UK,6,2911.08,-383.01,2,-1970.34,-22.25,Very high,21468.06,2672.58
3.12,-1.36,6.6,1.09,8.14,-832.86,189.34,Rest,7,2461.02,-418.86,2,-1745.6,-15.11,Very low,26096.37,2274.17
0.04,-3.22,19.02,8.31,-15.68,-747.81,134.02,Rest,5,1239.57,-366.03,6,-2383.56,-22.68,High,16739.16,3759.64
44.77,5.61,3.88,6.06,-5.14,-709.53,35.04,USA,6,2394.12,-351.69,8,-2805.5,-27.52,High,31931.43,0
0.02,3.23,6.3,4.85,-27.62,-824.43,125.88,Rest,6,624.93,-341.49,8,-3027.38,-20.83,Low,21429.75,562.7
6.89,2.06,3.04,3.32,-8.2,-868.74,165.96,Rest,4,2400.57,-212.58,2,-1397.04,-21.9,Low,25220.22,1694.88
0.13,0.22,6.42,2.72,-5.46,-836.46,222.54,Europe,2,2072.4,-351.24,8,-1268.04,-22.9,Low,41423.01,515.16
5.36,1.36,2.9,2.61,-17.6,-934.2,187.9,Rest,3,1154.67,-398.7,10,-3067.86,-22.18,Very low,20593.68,0
7.67,1.76,7,2.81,-14.96,-857.28,175.04,Europe,4,937.08,-303.06,10,-2283.02,-18.41,Medium,15264.99,342.77
1.74,-3.2,4.64,2.38,0.62,-835.62,150.54,Europe,0,2278.23,-483.66,4,-2429.1,-17.33,High,31655.76,0
0.01,-4.98,5.42,7.52,-22.52,-960.21,0.54,Rest,5,1122.54,-226.92,8,-2148.68,-20.73,Very low,24621.51,0
14.78,-0.02,10.02,5.32,-14.92,-725.94,143.62,USA,0,357.93,-412.23,6,-3101.68,-21.98,Very high,23278.44,815.31
0.12,-3.2,6.56,1.9,-11.26,-823.05,199.44,Rest,3,1150.89,-416.85,12,-2987.82,-20.14,Very high,23694.78,400.18
401.01,-3.03,4.62,2.81,-8.94,-740.25,28.58,UK,5,1392.18,-309.21,8,-2700.34,-18.2,Very low,34985.04,0
1.51,3.53,2.36,4.42,-3.44,-685.74,160.3,USA,3,-175.23,-256.62,8,-2267.3,-20.41,High,24333.54,1037.45
7.79,-6.27,2.32,10.82,-1.82,-886.02,209.9,Rest,3,1836.48,-246.45,14,-2824.98,-19.65,Very low,14227.08,274.1
0.2,3.49,3.26,0.17,-11.02,-830.46,15.8,Europe,5,1369.59,-357.6,12,-2341.54,-10.86,Low,15697.8,0
0.04,1.83,11.5,5.25,-8.76,-586.77,237.6,Rest,5,1721.64,-268.14,14,-2238.86,-20.76,Very high,37583.4,3574.85
0.42,-2.53,8.2,4.92,-15.6,-860.04,145.84,Europe,1,605.34,-257.91,4,-2638.86,-21.47,Low,25144.89,282.5
0.74,-4.07,14.44,3.3,-16.3,-842.13,132.4,USA,3,204.06,-331.47,4,-2002.34,-16.38,Very high,25043.52,2087.98
0.45,3.48,10.38,5.84,-14.72,-788.4,90.38,USA,9,2162.91,-396.45,8,-859.02,-21.32,Very high,-2664.24,2386.99
0.29,2.89,3.84,5.17,-12.66,-647.4,67.82,Europe,4,49.17,-422.49,4,-2799.94,-23.31,Low,9928.62,91.9
3.32,4.13,7.34,8.55,-13.5,-754.11,107.24,UK,4,778.32,-433.8,12,-1596.5,-25.82,Very low,24622.11,1264.64
4.31,0.38,4.78,5.16,-7.46,-752.28,62.24,Rest,5,2295.48,-150.99,8,-1830.86,-27.75,Very low,15439.74,0
3.26,1.58,8.82,6.33,-5.72,-784.32,46.62,Europe,5,635.82,-357.54,12,-2178.94,-20.41,Low,23848.56,110.44
0.1,4.62,8.34,1.7,-8.88,-1005.48,63.76,USA,2,1541.46,-202.05,4,-2256.56,-22.68,Medium,26151.18,0
0.09,1.5,9.06,1.71,-18.2,-739.71,142.96,Europe,2,582.87,-357.54,6,-2469.18,-19.1,Very high,36033.12,425.35
5.96,-7.06,2.64,7.54,-8.14,-860.1,68.42,Rest,1,1336.86,-258.06,4,-2022.4,-12.47,Very low,16883.55,0
27.53,-1.08,8.04,4.87,-4.28,-666.84,101.16,USA,3,2311.41,-107.79,8,-1324.88,-19.83,Low,22964.01,444.22
0.62,-2.01,8.5,4.32,3.34,-800.88,103.84,USA,3,2052.42,-326.52,8,-1792.08,-18.79,High,24720,614.88
0.09,-1.6,15.1,3.67,-6.62,-1136.52,163.12,UK,1,2302.26,-379.02,10,-2467.42,-31.44,Low,29539.35,0
0.14,1.3,6.94,1.61,-19.8,-997.53,108.54,USA,3,3272.19,-423,10,-2237.86,-14.82,Very low,35061.03,0
13.78,3.22,4.8,2.09,-4.02,-1134.72,204.04,Europe,6,3671.19,-443.79,4,-2773.14,-10.31,High,14308.32,225.32
5.28,-5.16,9.58,3.3,-3.78,-726.72,162.94,Europe,2,1232.19,-323.25,4,-1908.04,-25.82,Medium,21462.6,609.84
1359.79,-2,4.9,5.53,-6.22,-530.13,166.04,Europe,6,2137.8,-387.36,4,-3276.94,-22.97,Very high,2244.99,464.44
22.29,2.8,0.46,2.17,-5.26,-822.93,54.1,Rest,4,1289.55,-370.44,6,-3445.32,-19.87,Very low,23198.37,0
0.18,0.76,2.48,4.88,-9.88,-722.64,121.76,UK,3,1653.57,-345.09,6,-2548.26,-15.64,Medium,25083.63,0
0.2,-2.97,5.2,10.34,-3.82,-838.17,194.06,UK,5,2309.13,-301.92,6,-1851.06,-23.75,Very high,20527.38,2864.29
26.65,1.85,8.28,6.12,-19.4,-859.05,135.34,Europe,6,547.92,-415.32,8,-2082.34,-23.73,Very low,66225.72,635.49
901.33,-1.39,16.62,8.96,-11.38,-693.45,271.62,Europe,9,1183.29,-443.28,12,-2279.18,-21.65,Very low,24960.72,2171.56
3.06,-3.77,2.96,9.33,-13.88,-989.7,149.86,USA,1,2790.57,-147.78,14,-2249.94,-18.79,High,20831.61,0
0.09,-0.61,15.66,5.23,-3.34,-868.95,161.56,USA,6,1331.16,-244.56,6,-1763.2,-21.59,Medium,32724.12,2391.99
426.7,-4.31,8.88,2.52,-14.66,-1311.48,109.74,Rest,4,384.48,-330.78,10,-2500.92,-17.76,High,23257.32,561.66
0.06,1.1,3.04,3.96,-9.24,-477.78,189.98,UK,2,-2.67,-197.94,2,-1696.08,-24.37,Low,22803.51,2336.02
0,-1.38,0.6,0.63,-4.82,-973.5,224.3,Rest,5,690.15,-293.88,10,-1556.44,-21.18,Low,25010.07,1611.64
0.33,-2.5,23.8,3.92,-8.66,-784.74,168.62,USA,5,1093.53,-381.03,14,-1328.36,-22.64,Very low,24874.98,2102.07
2.17,-4.69,9.02,3.44,1.16,-660.63,89.3,Europe,2,147.24,-337.35,6,-1886.68,-20.97,Medium,17932.8,357.82
1.01,-1.64,6.28,4.72,-6.96,-676.08,81.3,USA,1,860.13,-504.18,8,-1774.64,-16.28,Low,45803.61,51.16
0.55,-0.53,1.58,7.71,-5.14,-809.37,43.72,USA,5,144.9,-409.05,10,-1775.66,-19.94,Low,26759.16,415.11
0.13,-0.47,9.38,1.68,-2.72,-906.96,142.78,UK,1,-191.73,-358.44,6,-2867.4,-20.97,Very low,19104.36,0
0.1,-3,7.78,1.07,0.48,-761.25,119.32,USA,9,2700.78,-398.34,6,-2323,-22,High,-6871.86,772.23
0.21,1.13,3.74,22.16,-16.72,-819.93,172.46,Rest,1,570.99,-334.14,14,-2402.44,-19.57,Very low,26303.52,3591.35
8,-1.35,26.4,2.77,-5.48,-963.42,59.68,USA,3,3486.78,-283.68,10,-2619.64,-22.43,Medium,25552.05,99.84
1.02,-1.24,9.76,4.93,-9,-808.53,109.94,UK,5,2182.47,-366.54,14,-2723.44,-21.04,Very low,36359.52,0
0.11,9.6,13.8,3.99,-12.46,-897.72,216.14,Rest,4,1590.39,-413.28,8,-2761.36,-23.72,High,28196.91,3277.13
2.34,-0.76,14.28,1.3,-8.16,-802.41,170.26,UK,1,1446.72,-455.91,4,-2196,-24.68,Low,9664.14,1059.59
25.57,-0.88,3.66,2.33,-7.76,-933,109.1,Rest,2,2619.48,-342.24,6,-2802.44,-21.13,Very high,32227.02,0
0,2.82,15.26,3.74,-13.88,-841.62,145.4,Europe,2,973.14,-279.06,10,-1468.6,-21.03,Very low,24484.26,559.16
0.19,-0.18,7.76,3.06,-11.9,-664.2,147.72,Rest,1,2014.02,-241.92,4,-2518,-20.3,Medium,41518.74,143.47
0.02,-3.52,10.94,2.32,-2,-729.84,140.8,USA,4,353.07,-233.49,4,-1216.52,-18.81,Very low,32650.32,1644.84
150.39,1.05,9.74,6.12,-8.54,-650.22,166.14,Europe,3,3881.46,-397.77,10,-1112.1,-10.86,Low,34924.83,343.14
125.48,-3.85,3.32,0.57,-14.86,-795.99,76.04,Rest,4,503.73,-280.44,4,-2207.86,-19.33,Very high,-30146.76,305.34
0,1.46,9.68,4.19,-15.82,-573.51,172.02,USA,6,917.85,-410.19,18,-2844.66,-22.91,Very low,22859.97,145.49
33.29,-1.15,11.7,0.67,-7.98,-837.81,159.1,UK,4,441,-353.64,12,-2416.74,-29.69,Medium,17412.03,584.26
16.18,-2.5,5.68,13.28,-13.76,-775.11,158.44,Rest,3,968.34,-271.14,14,-777.46,-20.51,Medium,23047.47,3721.82
0.29,-2.51,13.5,0.79,-13.44,-768.66,116.98,Europe,1,2742.51,-380.52,10,-1685.96,-26.29,Very high,46417.05,109.19
23.17,-0.52,2.26,2.24,-0.02,-832.38,76.54,Rest,4,1754.4,-210.78,10,-1970.04,-18.73,Very high,29024.73,0
0.59,0.74,15.38,9.71,-4.42,-799.62,175.36,UK,4,238.83,-323.64,6,-1686.86,-18.7,High,20600.52,2978.27
1.93,0.27,16.68,2.3,-6.08,-706.2,99.44,Rest,3,737.13,-281.76,4,-1534.32,-11.1,Very high,17437.68,3597.14
0.18,0.24,6.24,5.06,-22.62,-768.69,119.64,Europe,4,-22.35,-296.94,4,-1663.44,-19.82,Very high,13978.11,1198.31
1.28,-0.14,9.96,2.21,-2.8,-866.43,61.58,UK,3,-624.09,-272.43,6,-3280.18,-16.39,Low,22943.07,0
1.22,0.79,2.74,2.17,-9.08,-777.45,120.56,UK,4,1300.17,-318.12,8,-2234.24,-17.87,Low,9403.92,0
6.1,-0.74,12.16,2.36,-8.62,-864.63,148.84,Europe,4,1259.01,-348.6,2,-2445.26,-11.1,Very high,14128.29,895.12
21.53,-1.27,12.54,1.15,-4.06,-644.64,150.86,USA,4,1407.54,-549.42,14,-1410.78,-21.71,Medium,54678.12,804.32
48.25,2.88,6.3,5.74,-12.08,-572.94,41.02,Rest,5,2771.4,-259.59,2,-2825.7,-19.72,Very high,29461.14,119.68
5.88,-2.54,7.92,2.61,2.36,-919.92,132.92,Europe,6,2256.39,-146.1,16,-2782.54,-22.76,Very low,30148.83,0
0.03,-2.71,2.38,9.82,-13.06,-571.02,186.22,Rest,2,496.05,-389.61,4,-3291.6,-32.6,Very high,32535.57,3102.52
19.89,3.32,9.68,0.92,-11.62,-744.87,96.42,UK,6,1434.03,-243.21,0,-1532.22,-21.95,High,43475.76,2357.85
1.47,-1.23,14.58,2.12,-6.64,-722.46,195.6,UK,3,1362.48,-356.28,14,-2993.78,-16.89,Very high,29826.03,950.28
0.04,1.34,4.64,2.22,-9.34,-789.12,261.3,Rest,3,-100.5,-291.33,8,-2560.96,-18.31,High,26772.36,3238.52
1.59,-5.31,5.78,11.9,-11.66,-1057.44,87.24,Rest,3,459.78,-300.9,6,-1402,-23.47,Very low,25680.93,3232.66
0.84,-6.04,11.32,2.44,-12.88,-946.02,244.92,USA,2,1086.78,-278.61,6,-2238.98,-17.06,Medium,-16247.58,1613.03
2.13,5.43,7.5,1.33,-10.48,-903.42,125.04,USA,5,1350.36,-376.53,14,-2616.84,-22.59,Low,74058.99,0
0.43,-0.22,9.62,2.14,-19.06,-943.17,208.4,UK,4,2006.46,-193.53,12,-2136.28,-36.27,Medium,26482.62,939.24
3.02,-0.49,0.74,4.84,-14.16,-844.77,0.44,USA,1,717.48,-322.71,10,-2118.8,-18.77,Very high,33.36,0
0,-5.9,3.4,10.6,4.64,-810.09,68.62,UK,3,1710.42,-256.77,8,-2453.52,-21.49,Low,11838.33,0
1.58,1.68,8.7,5.13,-9.54,-870.21,132.72,UK,4,2313.54,-327.75,10,-1856.6,-19.77,Medium,16462.59,724.58
1.08,4.38,4.96,6.92,-6.8,-904.14,100.4,USA,4,169.05,-354.75,10,-2360.34,-20.03,Very low,18683.4,354.05
9.1,-2.31,1.06,3.34,-13.82,-847.62,124.4,Europe,4,613.59,-361.14,4,-1386.54,-14.56,Very high,18101.31,734.56
2.45,-8.77,5.86,6.96,-17.8,-793.29,186.54,Europe,5,765.27,-337.14,0,-1547.88,-21.73,Low,16182,1604.24
0,3.37,13.16,8.98,-4.56,-945.3,60.28,Europe,4,476.97,-393.72,14,-2500.98,-19.83,Medium,26296.44,375.16
0.64,2.44,17.18,1.3,-5.54,-787.02,107.92,Rest,4,1872.81,-272.64,4,-1094.06,-21.62,Medium,23393.07,3313.36
0.04,-2.4,2.52,4.27,-12.84,-807.93,50.54,USA,1,1443.3,-308.1,6,-2140.82,-20.25,Very high,14395.17,0
4.94,-6.1,7.28,1.83,-8.66,-828.6,127.4,UK,1,-102.21,-270.15,8,-2576.48,-16.94,Very high,19248.3,312.47
0.16,3.98,5.68,1.97,-13.58,-719.94,86.28,Europe,4,1185.6,-372.18,10,-2394.22,-19.21,Low,28432.56,0
67.15,-1.49,10.58,9,-13.32,-778.62,114.64,USA,1,293.34,-364.35,2,-2134.76,-24.82,Medium,15265.32,1762.76
0.33,-0.81,10.58,12.23,3.56,-954.84,196.54,USA,5,-174.87,-418.44,10,-2024.48,-20.81,Very high,34257.06,3415.18
0.01,-3.18,7.2,9.51,-6.56,-694.05,-2.86,USA,5,2014.26,-501.27,6,-2069.9,-19.34,Low,17982.21,260.01
12.85,1.64,13.02,6.42,-20.84,-790.41,142.02,USA,6,505.89,-190.65,2,-1185.66,-19.2,Very low,28341.15,2698.37
6.07,2.88,0.82,6.38,1.14,-828.93,74.96,UK,4,1787.91,-429.21,8,-1828.42,-25.72,High,36573.99,0
32.59,-2.29,6.34,2.28,-9.6,-866.97,62.68,USA,4,-259.44,-201.36,4,-3090.32,-22.64,Very low,22893.78,0
0.73,-3.56,5.28,2.74,0.32,-815.43,141.98,UK,4,2363.34,-292.14,4,-2000.36,-15.14,Very high,9295.26,1248.44
0.11,2.21,4.44,5.07,-13.24,-864.6,-5.6,Europe,4,2044.53,-349.56,10,-2835.1,-21.07,High,30590.22,0
0.08,-1.68,3.58,9.72,-8.86,-668.91,177.18,UK,3,1189.05,-354.9,4,-2428.34,-17.3,Very high,37400.58,2673.51
0.51,3.39,4.14,0.28,-12.38,-877.62,114,Rest,6,1544.04,-283.47,4,-1836.86,-12.11,Medium,34811.07,633.27
0.09,-0.61,11.74,0.97,-11.02,-768.9,31.44,Rest,5,2195.31,-396.9,10,-2638.56,-12.19,Very high,38452.08,0
0.19,-5.27,14.08,11.16,-18.58,-770.01,94.76,UK,1,992.79,-317.4,8,-2064.4,-14.71,Low,51502.23,2115.61
0,-0.83,9.52,2.73,-23.38,-747.24,122.16,Europe,3,1572.81,-352.68,8,-2370.84,-17.8,Medium,1175.25,134.48
0.28,-1.59,0.78,2.92,-11.64,-721.56,123.26,USA,1,1977.42,-277.68,10,-2938.02,-18.56,Low,37503.66,0
0.42,-0.78,6.42,0.8,-10.38,-1055.76,132.2,USA,3,-107.22,-443.19,4,-1695,-23.19,Very low,44738.88,738.08
0.24,2.67,6.62,9.52,-15.06,-691.59,126.9,Rest,4,2015.01,-334.56,8,-2457.1,-19.91,Very high,43622.16,2633.81
0.06,-4.02,5.96,2.64,-4.6,-896.31,176.8,Rest,3,1639.77,-164.79,12,-1705.7,-18.14,Very high,12967.77,1498.98
0.05,-3.99,12.46,5.86,-9.82,-848.13,233.4,Rest,5,1614.93,-334.83,6,-2745.1,-20.04,Very low,25173.21,3342.88
6.11,-2.2,2.12,4.19,-7.4,-999.51,98.68,USA,3,867.81,-151.5,12,-1975.32,-22.47,Very low,31674.9,0
1.34,-2.66,4.32,1.49,4.28,-917.19,139,USA,6,1789.8,-209.73,12,-1907.96,-18.35,High,17053.26,360
0,2.25,17.04,5.06,-18.72,-875.01,177.14,USA,4,979.05,-284.64,12,-1803.02,-15.35,Very low,44650.71,1613.6
0.08,-6,24.1,1.79,-12.14,-882.84,203.32,UK,4,236.64,-372.39,6,-2157.4,-19.88,Low,3108.87,2902.33
0,3.33,2.3,2.26,-8.94,-742.14,101.82,Europe,3,395.34,-354.84,10,-3095.68,-18.72,Very high,19675.53,0
404.7,-1.98,7.14,6.16,9.28,-787.98,71.88,USA,5,2021.43,-247.68,8,-1398.12,-20.63,Low,35995.59,614.14
44.47,-3.53,1.64,4.85,-12.2,-823.05,172.16,Rest,4,1672.74,-315.09,12,-1355.4,-19.59,Very low,33280.62,374.84
42.12,-1.05,7.18,1.84,-21,-892.41,127.02,USA,6,258.33,-364.74,8,-2304.34,-14.26,Low,23255.04,680.69
0.01,1.59,2.9,4.17,-7.38,-748.83,164.04,Europe,2,2689.53,-271.65,8,-2368.86,-26.57,Low,9303.87,0
0.08,0.31,15,5.5,-8.56,-827.25,150.58,Europe,3,609.45,-269.37,16,-1232,-14.22,Very low,20611.44,659.43
0.07,-1.15,1.66,3.5,-11.88,-791.64,257.96,Rest,5,2021.28,-362.97,10,-3288.08,-28.58,High,17825.31,647.83
7329.26,5.14,7.6,5.91,-11.12,-1058.16,177.04,Europe,7,3122.43,-276.12,6,-2251.92,-16.86,Very low,16914.96,412.32
9.17,-7.22,2.64,10.55,-0.96,-667.71,90.04,Europe,5,67.44,-424.89,16,-3514.34,-19.68,High,48121.95,60.5
0.16,0.26,13.1,3.79,-3.06,-902.55,74.06,Rest,2,1258.41,-254.49,4,-2418.64,-23.41,Very high,-4296.03,1454.05
4.16,3.28,17.72,1,3.3,-835.53,137.38,UK,5,1615.5,-480.06,10,-1438.82,-19.33,Low,40142.07,1947.33
0.03,-3.5,14.16,1.16,-9.98,-749.4,274.02,USA,2,973.56,-398.16,12,-2627.76,-26.39,Medium,28124.91,1269.65
0.02,-0.99,5.66,2.59,-14.8,-1071.39,125.22,Rest,4,1805.01,-454.14,4,-3393.4,-20.66,Very low,18618.66,0
242.85,-5.68,8.82,1.63,-13.18,-641.82,145.16,UK,3,1925.97,-310.08,16,-3440.06,-20.02,High,21941.91,0
0.98,-2.84,9.34,3.28,-12.42,-949.26,117.5,UK,6,1562.22,-346.86,8,-3171.22,-20.01,High,37145.49,163.9
0.02,1.57,20.7,5.89,-4.82,-679.17,49.12,USA,3,668.07,-322.2,12,-1069.84,-21.77,Medium,29966.25,1668.04
3.28,-1.14,9.72,0.81,-8.28,-642.09,93.68,UK,7,1486.86,-577.35,6,-2404.18,-23.61,Medium,54365.34,385.39
2.17,0.71,2.02,3.17,-16.62,-949.17,98.6,UK,5,395.7,-484.44,6,-2872.38,-18.75,Low,25692.39,0
2.68,-4.38,1.06,4.08,-18.54,-905.76,76.78,UK,5,2145.72,-348.45,6,-2112.44,-9.09,Medium,22254.84,0
3.36,3.99,0.3,3.04,-10.7,-1030.2,109.58,USA,2,1553.19,-359.52,10,-2119.18,-25.26,High,23648.85,0
0.88,-2.83,3.88,0.94,-9.18,-777.18,150.5,UK,2,486.63,-118.62,6,-1770.32,-15.53,Low,22054.2,75.07
6.18,-1.1,5.82,1.77,-1.24,-796.02,21.96,Europe,3,1589.67,-444.12,4,-2222.04,-21.04,Very low,29336.67,0
0.06,-0.88,9.12,3.65,-11.46,-745.8,146.5,Rest,2,1795.35,-271.41,10,-2875.2,-19.6,Medium,20927.64,0
1.13,5.67,5.36,1.63,-11.08,-790.92,239.44,UK,0,258.42,-449.22,6,-1589.46,-17.25,High,37235.82,2352.22
