F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
2.79,1.7,570,2.28,20,29.66,-7.14,187.86,11.05,6.2,-21.76,-26.32,24.9,-469.14,-5.25,False
0.15,1.46,135,0.3,20,34.16,-9.48,252.86,10.55,6.58,-16.54,-26.32,20.4,-454.14,-6.94,False
14.49,0.88,228,-3.54,2,21.26,1.32,110.86,1.1,11.48,-26.02,-25.32,2.7,-163.14,-8.44,True
7.35,-0.08,105,2.26,20,30.26,-6.36,162.86,10.35,6.85,-17.6,-36.32,15.9,-259.14,-6.31,False
25.5,1.09,63,-5.42,2,20.74,0.46,92.86,1.35,13.38,-23.74,-23.32,2.82,-175.14,,True
12.72,2.67,216,-3.48,2,20.68,-1.18,80.86,1.22,10.8,-24,-25.32,2.46,-166.14,-7.59,True
15.75,1.45,39,-3.54,2,20.86,-0.64,119.86,1.15,10.71,-28.78,-25.32,2.79,-181.14,-8.01,True
5.82,0.43,510,0.16,20,30.36,-1.84,232.86,7.75,8.21,-30.2,-36.32,15.15,85.86,,False
-0.21,0.82,360,4.84,20,32.46,-9.18,282.86,6.35,6.31,-16.88,-36.32,25.65,10.86,-7.74,True
13.38,0.91,3,-3.54,2,21,-1.06,87.86,1.55,10.26,-23.68,-23.32,2.07,-196.14,,True
-2.25,2.68,1140,2.56,20,30.86,-9.8,117.86,7.15,5,-17.84,-31.32,29.55,-199.14,-7.06,False
3.45,-0.75,270,2.26,20,31.56,-5.2,217.86,10.25,7.35,-17.94,-36.32,16.5,-19.14,-7.21,False
-1.56,-0.29,45,6.22,20,32.66,-9.68,267.86,6.15,5.48,-16.12,-36.32,30,-379.14,-8.51,True
9.87,0,585,1.52,10,31.46,-10.3,132.86,5.35,5.97,-20.3,-36.32,17.1,70.86,,True
15,1.76,195,-5.82,2,21,0.26,103.86,1.41,10.78,-24.1,-23.32,1.68,-187.14,,False
-1.59,4.21,630,4.68,20,36.16,-9.22,147.86,12,5.46,-16.78,-36.32,17.85,-379.14,-8.77,True
23.64,2.37,51,-5.78,2,20.16,7.56,117.86,1.46,10.6,-28.22,-23.32,1.08,-181.14,,False
6.93,-0.21,435,-2.96,20,30.16,-2.8,282.86,11.6,9.48,-18.92,-46.32,17.25,10.86,,False
1.74,0.03,30,0.62,20,30.16,-7.88,102.86,12.45,7.38,-16.16,-36.32,18.9,-394.14,-7.51,False
12.63,1.84,30,-4,2,21.36,-1.02,98.86,1.1,10.5,-24.46,-23.32,1.38,-229.14,-8.6,True
-0.03,1.79,240,3.36,20,34.16,-8.62,227.86,13.25,6.64,-16.68,-26.32,19.8,-349.14,-8.63,True
2.76,-0.11,645,4.06,20,30.46,-6.94,292.86,9.8,12.6,-18.98,-41.32,29.1,-199.14,,False
22.44,1.22,198,-4.1,2,21.4,0,108.86,1.55,11.03,-23.76,-23.32,1.32,-271.14,,True
14.04,2.32,6,-6.64,2,20.94,-0.2,101.86,1.18,10.36,-30.54,-21.32,0,-256.14,,False
2.58,0.31,240,4.26,20,32.66,-4.54,162.86,7.55,5.03,-13.62,-36.32,30.15,-334.14,,True
-2.28,0.02,1065,4.94,10,32.46,-8.26,147.86,7.95,5.3,-15.72,-46.32,19.2,-79.14,-9.65,True
15.42,0.85,78,-6.62,2,21.32,0.12,109.86,1.64,12.13,-26.02,-25.32,0.12,-208.14,,False
-2.58,1.64,990,6.94,20,37.86,-10.14,277.86,12.85,5.04,-13.32,-26.32,22.35,-289.14,-7.71,True
20.97,1.3,99,-5.88,2,19.78,2.76,81.86,1.3,14.96,-25.28,-25.32,1.38,-184.14,,False
3.51,-0.43,945,-0.06,20,33.36,-6.3,237.86,14.45,6.22,-16.7,-36.32,16.95,-49.14,-7.57,False
3.09,3.12,360,-6.18,20,30.86,-5.76,152.86,10.45,6.17,-17.28,-26.32,18.75,-499.14,,False
12.96,0.99,96,-12.08,2,20.78,1.44,100.86,1.39,11.29,-25.06,-23.32,2.82,-271.14,,True
13.29,0.97,66,-5.24,2,21.4,1.04,121.86,2.01,10.75,-27.08,-25.32,2.46,-169.14,-7.81,True
4.95,1.43,825,-6.52,20,31.86,-8.94,167.86,8.1,7.02,-16.54,-31.32,21.6,-199.14,,False
-0.75,-0.38,450,6.3,20,35.86,-10.38,122.86,10.5,8.52,-18.58,-36.32,15.3,-319.14,,True
14.94,1.01,234,-11.34,2,21.5,0.42,98.86,1.65,10.99,-27.76,-25.32,1.29,-211.14,,True
13.47,5.13,33,-6.36,2,19.88,1.02,81.86,0.74,10.06,-23.82,-23.32,2.97,-199.14,-7.74,False
0.42,1.08,885,3.34,20,33.86,-10.64,102.86,10.5,8.91,-14.54,-36.32,20.1,-109.14,,True
12.42,0.89,24,-4.88,2,21.54,-0.76,89.86,1.39,9.81,-23.9,-21.32,1.32,-217.14,-7.87,True
4.44,1.16,540,6.34,20,34.96,-7.4,167.86,11.45,6.47,-14.66,-26.32,19.35,-469.14,,True
17.52,1.03,39,-6.4,2,21.06,0.94,77.86,1.9,11.05,-24.06,-25.32,0.36,-184.14,,True
-0.72,-0.1,900,3.7,20,32.36,-5.36,142.86,7.5,5.7,-16.02,-36.32,23.25,25.86,-8.36,True
12.06,0.76,780,1.58,20,31.76,-9.82,142.86,14.3,7.15,-16.38,-26.32,21.15,-244.14,,False
13.89,1.11,15,-5.18,2,21.3,0.24,87.86,0.7,13.1,-26.78,-23.32,1.8,-256.14,-9.72,True
22.74,0.69,87,-4.36,2,19.82,2.5,104.86,1.68,10.44,-24.1,-23.32,2.34,-157.14,-7.49,False
2.19,0.77,345,0.5,20,34.46,-10.22,97.86,5.5,7.09,-15.26,-36.32,21.3,-289.14,,True
16.47,3.3,21,-4.88,2,21.44,-0.62,108.86,1.51,10.66,-25.48,-23.32,0.66,-229.14,,False
2.88,1.02,840,-2.06,20,31.26,-9.32,77.86,9,6.27,-20.1,-36.32,17.25,-139.14,-6.85,False
14.91,1.08,162,-4.72,2,21.22,0.68,92.86,1.4,11.02,-24.46,-23.32,0.15,-205.14,-7.2,False
16.53,1.38,3,-4.48,2,21.66,0.44,105.86,1.87,11.33,-27.66,-21.32,2.28,-229.14,,True
5.34,0.5,315,4,20,30.66,-9.56,202.86,6.45,6.15,-17.42,-26.32,25.35,-274.14,,False
13.8,3.56,1125,-1.88,20,29.46,-3.32,177.86,9.6,8.62,-19.8,-36.32,15.9,-274.14,,False
17.22,3.12,54,-4.24,2,20.2,3.34,93.86,1.59,10.66,-27.42,-25.32,0.66,-193.14,-7.73,False
7.77,0.03,750,4.86,20,33.16,-9.04,262.86,10.9,7.5,-15.26,-36.32,21.9,-79.14,,False
24.87,5.07,45,-7.4,2,21.52,6.22,113.86,0.72,11.74,-25.28,-23.32,0.99,-187.14,,False
14.34,1.74,39,-4.3,2,21.18,4.52,107.86,0.59,10.07,-24.04,-23.32,1.38,-199.14,-7.69,False
6.72,0.15,90,1.32,20,29.26,-6.84,217.86,13.65,9.09,-19.2,-36.32,21,-229.14,,False
-1.59,1.23,525,5.52,20,32.76,-9.98,157.86,11.65,7.39,-17.2,-26.32,22.2,-364.14,-9.12,True
16.86,1.78,126,-5.16,2,21.22,0.46,93.86,0.04,10.56,-23.62,-23.32,1.92,-178.14,,True
21.09,2.08,66,-6.7,2,20.94,-0.84,111.86,1.05,10.84,-23.78,-21.32,2.79,-223.14,-8.29,True
26.04,4.49,18,-4.4,2,20.88,4.38,101.86,1.04,11.38,-26.82,-21.32,2.07,-262.14,,False
13.77,5.41,90,-5.36,2,20.66,-0.72,121.86,1.91,10.6,-24.46,-24.32,2.85,-214.14,-8.02,False
20.22,1.45,795,2.48,20,30.96,-8.78,292.86,5.35,7.56,-19.34,-26.32,27.6,-409.14,,False
0.27,1.89,615,6.5,20,34.46,-10.18,222.86,8.3,6.24,-16.62,-26.32,30,-394.14,-8.17,True
12.84,0.82,123,-6.86,2,20.94,0.64,99.86,1.35,11.11,-24.52,-23.32,0.21,-184.14,,False
0.93,2.08,180,2.72,20,31.66,-6.44,267.86,8.45,6.83,-18.1,-26.32,22.35,-409.14,-6.24,False
12.39,2.03,51,-3.92,2,21.46,1.04,120.86,0.1,10.9,-24.14,-23.32,1.62,-178.14,,False
0.93,0.53,285,-0.94,20,31.46,-6.92,192.86,7.65,7.31,-15.18,-36.32,25.2,-379.14,-7.71,True
-0.57,1.86,1170,6,20,37.26,-10.12,167.86,11.45,4.99,-14,-26.32,16.5,-229.14,,False
-1.56,3.25,180,2.96,20,35.36,-10.86,222.86,5.35,5.76,-14.5,-26.32,21.6,-469.14,-7.16,False
0.24,1.83,255,-0.56,20,31.76,-6.24,97.86,12.8,5.96,-21.78,-26.32,15.15,-304.14,-6.64,False
6.84,0.66,330,4.06,20,31.56,-8.04,197.86,8.05,8.04,-15.9,-26.32,21.9,-319.14,-6.83,False
18.66,1.05,3,-6.34,2,19.86,1.34,100.86,1.23,12.56,-28.14,-23.32,2.85,-247.14,,False
18.24,1.5,18,-4.92,2,21.34,2.04,85.86,0.57,9.73,-31.14,-21.32,2.64,-235.14,,True
12.54,2.05,75,-6.38,2,20.46,0.12,115.86,1.7,10.09,-25.92,-23.32,3.18,-226.14,,False
6.48,0,495,-3.34,20,30.96,-5.4,267.86,11.3,8.93,-19.92,-36.32,15.3,25.86,-5.65,False
16.8,1.02,33,-4.16,2,21.2,-1,103.86,0.39,10.53,-25.24,-23.32,2.01,-274.14,-8.95,True
0.45,-0.4,225,2.54,20,33.16,-5.3,237.86,9,7.2,-18.14,-36.32,22.05,-109.14,,False
9.06,-0.65,195,0.94,20,30.26,-6.88,222.86,13.2,7.68,-19.3,-26.32,18.3,-364.14,,False
4.74,3.56,285,4.42,20,31.16,-6.18,202.86,5.55,8.48,-25.54,-31.32,21.3,-199.14,-6.93,False
14.64,1.96,153,-3.28,2,21.38,-0.3,122.86,1.52,10.26,-25.3,-25.32,2.61,-184.14,,True
15.33,1.22,9,-9.64,2,20.28,-0.02,114.86,1.68,12.35,-24.24,-23.32,1.41,-184.14,,True
1.89,1.23,285,4.96,20,33.46,-8.58,152.86,8.15,7.3,-23.32,-26.32,17.4,-229.14,,False
11.31,0.66,1065,0.5,20,33.26,-5.86,287.86,14.55,6.91,-18.52,-46.32,15.6,-34.14,,False
1.92,0.17,1050,-0.18,20,34.76,-8.76,217.86,5.35,5.87,-17.7,-46.32,18,-4.14,-6.93,False
3.24,1.37,90,-1.88,20,29.96,-6.42,137.86,7.85,7.49,-18.82,-46.32,15.9,-49.14,-6.94,False
19.17,0.46,12,-3.88,2,21.48,2.66,110.86,1.59,10.81,-26.12,-23.32,1.86,-160.14,,True
13.44,2.4,132,-4.58,2,19.98,-0.72,110.86,1.92,13.54,-30.22,-23.32,3.12,-181.14,-7.39,False
10.23,1.43,405,6.84,20,34.06,-10.78,102.86,5.2,4.82,-14.12,-26.32,26.55,-379.14,-7.7,True
12.69,1.22,63,-7.74,2,20.88,2.6,86.86,0.41,10.18,-25.02,-23.32,2.46,-169.14,,True
12.75,3.44,117,-9.1,2,21.34,8.02,113.86,1.19,10.21,-23.66,-23.32,1.14,-256.14,-7.77,True
3.15,1.38,300,1.24,20,30.26,-0.3,152.86,9.85,10.16,-17.92,-26.32,16.05,-274.14,-6.7,False
0.72,-0.14,90,4.8,20,31.56,-9.2,137.86,9.95,9.79,-15.08,-26.32,20.25,-439.14,-6.99,False
-2.82,1.21,915,4.92,20,36.16,-9.8,272.86,13.05,5.76,-13.7,-26.32,26.85,-469.14,,True
15.39,2.04,189,-4.2,2,20.64,3.14,84.86,1.34,11.54,-24.84,-23.32,3,-250.14,-8.54,True
4.98,0.29,840,3.6,20,30.36,-4.96,162.86,14.75,6.69,-16.86,-26.32,21.9,-364.14,-7.48,False
14.07,0.93,78,-3.96,2,20.64,-0.24,89.86,1.61,10.08,-26.36,-23.32,0.84,-193.14,-7.85,False
16.41,0.61,12,-4.8,2,20.16,7.08,102.86,0.54,10.19,-27.64,-25.32,1.77,-199.14,,False
13.44,1.32,96,-6.2,2,20.58,1.7,105.86,1.49,11.2,-25.74,-21.32,2.7,-241.14,-7.53,False
14.46,0.99,54,-5.68,2,20.64,0.88,111.86,0.67,10.47,-26.04,-25.32,1.53,-187.14,-7.19,False
3.48,2.97,1050,5.5,20,33.46,-8.52,137.86,6.5,6.15,-16.26,-26.32,18.15,-424.14,-7.16,False
17.34,2.1,150,-7.1,2,21.02,0.16,80.86,0.33,9.95,-23.5,-25.32,2.94,-169.14,,True
13.92,1.01,21,-4.02,2,21.4,1.24,114.86,1.62,10.88,-24.54,-25.32,2.43,-160.14,,True
15.96,1.35,69,-4.96,2,21,-0.68,102.86,1.83,11.04,-27.7,-21.32,0.99,-271.14,-6.64,False
-0.3,-0.2,630,4.3,20,36.26,-6.98,282.86,6.25,9.15,-20.84,-46.32,22.2,-184.14,-7.94,True
0.24,1.11,615,4.24,20,31.26,-7.28,227.86,13,5.43,-15.62,-26.32,28.5,-304.14,,True
-2.82,1.9,375,7.18,20,39.46,-11.5,192.86,5.4,4.69,-13.32,-26.32,19.2,-469.14,-8.25,True
3.27,0.74,690,0.76,20,31.96,-4.14,202.86,9.4,5.83,-19.18,-36.32,20.7,-394.14,-6.07,False
15.72,1.46,225,-4.14,2,20.88,-0.92,101.86,1.35,11.54,-26.44,-25.32,1.29,-172.14,-7.33,False
15.66,0.94,78,-7.88,2,21.06,2.74,117.86,1.78,10.8,-28.06,-23.32,1.02,-232.14,,False
12.69,3.28,144,-4.16,2,21.28,-0.18,110.86,1.32,14.53,-23.86,-25.32,0.12,-193.14,-7.82,False
15.93,2.41,6,-6.62,2,20,-0.12,83.86,1.05,10.98,-27.3,-23.32,1.35,-193.14,,False
0.93,1.21,150,5.1,20,32.56,-9.08,192.86,5.75,5.75,-15.96,-26.32,21,-244.14,,False
14.91,0.47,60,-3.4,2,21.74,3.32,99.86,1.84,11.38,-25.4,-23.32,0.75,-175.14,,True
15.51,2.99,3,-4.48,2,20.92,-0.96,109.86,1.55,10.1,-23.52,-21.32,2.97,-274.14,,True
13.74,1.41,186,-3.84,2,21.08,0.2,119.86,0.11,10.16,-24.18,-25.32,2.7,-163.14,-8.76,True
13.02,0.72,114,-8.72,2,20.38,1.12,85.86,1.3,11.14,-26,-23.32,1.86,-181.14,-7.35,False
6.75,2.5,765,2.52,20,30.76,-5.02,252.86,5.05,9.28,-21.74,-26.32,22.05,-259.14,-5.52,False
-2.04,2.15,1095,2.3,20,30.86,-10.62,137.86,9.85,5.63,-16.16,-36.32,27.75,-394.14,-7.85,False
6.54,0.56,345,1.78,20,30.26,-2.4,247.86,7.8,7.97,-18.34,-36.32,20.1,-124.14,,False
1.56,0.17,525,1.66,20,29.76,-7.72,222.86,7.1,7.29,-16.1,-36.32,25.05,-109.14,,False
18.51,2.61,81,-4.8,2,21.12,0.62,115.86,1.87,11.11,-25.06,-23.32,1.17,-232.14,,False
0.06,1.2,750,6.66,20,36.96,-11.54,122.86,6.8,5.27,-16.3,-36.32,24.6,-244.14,,True
18.69,0.9,60,-4.52,2,21.02,-0.14,93.86,1.7,12.56,-26,-21.32,2.4,-271.14,,True
2.76,1.13,360,4.68,20,30.96,-9.02,197.86,7.95,6.84,-16.36,-26.32,23.7,-379.14,,False
14.58,1.28,33,-3.78,2,20.72,5.56,111.86,1.35,11.13,-28.42,-21.32,1.17,-232.14,,False
1.71,-0.6,630,2.28,20,32.96,-10.06,292.86,7.9,6.32,-16.72,-46.32,26.25,25.86,-9.35,True
14.73,0.92,45,-4.9,2,21.48,2.44,120.86,1.52,11.64,-24.16,-23.32,2.34,-238.14,,True
12.06,1.17,87,-3.2,2,21.72,0.64,110.86,0.42,9.95,-26.66,-23.32,2.01,-235.14,,True
4.02,-0.17,405,2.12,20,31.06,-2.2,297.86,9.6,7.76,-18.7,-26.32,24.45,-214.14,,False
-0.78,0.84,420,7.06,20,34.06,-12.02,112.86,8.2,7.68,-13.44,-26.32,30.6,-304.14,-7.95,True
4.08,1.13,1125,2.52,20,32.46,-4.38,317.86,8.65,9,-19.86,-46.32,17.1,-154.14,,False
0.84,1.45,1005,5.76,20,35.86,-9.4,237.86,8.6,10.3,-14.98,-26.32,21.9,-319.14,,False
13.68,2.11,27,-5.7,2,21.5,12.96,109.86,1.39,11.14,-25.32,-23.32,0.18,-163.14,,True
2.97,4.13,975,3.16,20,33.46,-4.66,152.86,7.9,6.39,-18.22,-36.32,15.45,-244.14,-7.78,False
15.51,1.38,21,-5.58,2,21.46,0.08,96.86,1.16,10.43,-24.26,-21.32,0.9,-229.14,,False
17.64,1.19,12,-6.3,2,21.02,0.5,100.86,1.29,10.36,-24.08,-21.32,2.43,-244.14,,True
14.16,1,33,-7.04,2,21.6,3.92,105.86,0.68,11.03,-24.12,-21.32,0.45,-220.14,,False
0.69,1.47,300,4.04,20,31.46,-8.64,162.86,5.45,7.95,-16.84,-36.32,18.75,55.86,-7.02,False
-0.99,3.31,435,-3.2,20,32.66,-7.48,147.86,6.2,6.89,-14.06,-26.32,26.7,-499.14,-7.28,False
17.67,0.58,24,-4.6,2,20.72,1.82,120.86,1.49,11.5,-27.36,-25.32,0.6,-181.14,,True
14.46,1.34,9,-4.36,2,21.04,-0.84,118.86,0.32,10.13,-25.26,-25.32,3,-157.14,-7.12,True
-0.99,1.16,240,5.28,20,33.76,-7,287.86,5.9,6.26,-21.46,-26.32,24,-334.14,,False
5.25,0.31,570,6.16,20,37.66,-9.66,267.86,12.55,9.65,-15.24,-36.32,15.75,-454.14,-9.04,True
3.54,0.99,1065,6.24,20,31.76,-7.34,102.86,12.5,4.9,-14.42,-26.32,28.35,-304.14,,False
-2.82,1.81,825,0.52,20,34.86,-11.26,217.86,11.4,6.93,-15,-26.32,26.4,-244.14,-8.35,True
2.37,2.13,195,5.54,20,32.36,-3.48,222.86,5.2,7.63,-18.6,-41.32,24.75,-199.14,-8.87,True
16.5,2.24,51,-7.82,2,21.32,2.52,112.86,1.16,10.64,-25.26,-23.32,0.48,-202.14,,False
5.79,0.91,945,-0.82,20,28.66,-6.44,227.86,5.3,7.62,-19.86,-46.32,21.9,-184.14,-6.62,False
0.78,1.69,1020,2.72,20,33.46,-8.12,227.86,5.25,6.87,-18.88,-36.32,15.45,-244.14,,False
-1.14,2.2,510,3.06,20,37.06,-4.68,267.86,5.75,5.36,-14.64,-26.32,24.9,-229.14,,True
19.8,1.02,12,-4.36,2,20.82,0.64,102.86,0.3,10.07,-33.04,-23.32,1.77,-184.14,-7.91,False
0.81,0.32,300,1.18,20,32.86,-8.18,267.86,13.65,6.11,-17.44,-36.32,19.8,-484.14,-7.18,False
2.16,4.68,1005,5.38,20,34.16,-8.48,222.86,7.1,7.63,-16.02,-36.32,22.65,-469.14,-7.42,False
13.26,1.96,24,-4.34,2,20.66,2.26,94.86,1.54,12.71,-25.3,-23.32,0.63,-265.14,,False
15.6,3.42,63,-3.68,2,21.56,5,94.86,0.68,12.48,-23.6,-21.32,1.92,-271.14,-8.49,True
15.9,0.9,81,-3.88,2,21.48,0.8,112.86,0.86,10.86,-23.86,-23.32,2.73,-202.14,,True
17.04,1.04,63,-5.66,2,21.1,-0.9,93.86,0.71,10.25,-32.1,-21.32,2.61,-253.14,-9.36,True
10.68,-0.34,660,2.68,20,29.26,-6.44,157.86,11.6,6.61,-17.42,-46.32,21.9,-109.14,,False
16.56,2.45,66,-5.8,2,21.52,1.32,114.86,1.18,12.67,-26.46,-21.32,0.96,-223.14,,False
-1.02,1.32,975,-1.26,20,32.16,-7.72,262.86,11.75,5.79,-15.68,-36.32,30.6,-364.14,-6.58,False
12.42,1.47,33,-3.38,2,21.6,4.68,94.86,1.71,13,-24.66,-21.32,1.47,-253.14,-8.31,True
13.62,3.76,57,-3.98,2,20.58,-0.66,91.86,1.41,11.03,-25.12,-23.32,3.06,-202.14,,True
13.5,0.91,3,-4.58,2,20.08,0.58,84.86,0.68,12.94,-28.46,-25.32,1.56,-172.14,,True
-0.57,1.43,135,5.26,20,31.16,-6.96,257.86,10.85,7.2,-15.18,-26.32,28.95,-214.14,,True
1.26,2.38,1020,4.3,20,33.56,-7.14,257.86,8,9.19,-15.7,-26.32,18.75,-304.14,-5.88,False
1.56,1.54,645,3.44,20,30.26,-7.32,297.86,11.4,9.39,-21.7,-36.32,25.8,-214.14,,False
0,4.72,735,-1.28,20,34.26,-9.44,267.86,5.85,6.3,-15.14,-36.32,21,-454.14,-5.52,False
13.17,0.75,39,-5.36,2,20.86,3.06,91.86,0.81,10.59,-26.66,-25.32,1.41,-187.14,-8.98,True
-0.15,0.67,30,5.36,20,32.76,-6.4,177.86,9.2,7.68,-17.04,-36.32,21.3,-409.14,-7.94,True
-0.69,2.69,300,5.4,20,32.16,-7.6,197.86,9.8,5.38,-16.4,-26.32,29.25,-439.14,-9.08,True
13.5,1.03,147,-11.32,2,21.42,-0.48,109.86,1.62,11.21,-23.76,-25.32,0.72,-187.14,,False
13.26,2.99,60,-6.38,2,20.06,-0.24,103.86,0.98,11.46,-26.02,-23.32,2.67,-190.14,-8.44,False
12.96,1.04,99,-7,2,21.34,-1.44,89.86,1.05,10.39,-27.92,-23.32,2.94,-181.14,-8.46,True
13.38,0.48,60,-5.14,2,20.28,-0.72,91.86,1.89,12.28,-25.48,-23.32,2.73,-163.14,,True
-0.69,-0.55,720,4.94,20,35.46,-9.12,287.86,9.3,6.01,-15.56,-46.32,18.6,85.86,-6.57,False
18.12,1.9,3,-5.88,2,20.06,0.8,100.86,1.82,10.09,-29.78,-21.32,2.91,-259.14,-7.14,False
13.71,1.97,3,-5.26,2,21.26,-1.06,97.86,0.36,10.01,-27.68,-23.32,0.9,-178.14,,False
3.24,0.82,255,3.38,20,31.56,-6.54,217.86,6.35,6.58,-17.06,-26.32,17.4,-349.14,-7.27,False
14.16,0.99,315,0.02,20,30.86,-6.14,287.86,6.95,6.99,-19.22,-26.32,21,-274.14,-6.85,False
19.26,1.27,123,-5.6,2,21.18,2.28,100.86,1.31,10.24,-23.5,-25.32,2.79,-193.14,,True
-0.15,3.8,975,6.76,20,36.76,-10.4,197.86,5.45,5.17,-16.22,-36.32,21,-214.14,,False
13.74,1.5,60,-9.1,2,21.72,1.18,85.86,0.62,12.53,-24.96,-25.32,0.42,-166.14,-8.2,True
-2.1,-0.34,1110,4.92,20,35.56,-10.78,117.86,8.65,4.85,-14.28,-46.32,19.95,55.86,,True
17.88,1.09,183,-9.36,2,20.94,0.34,106.86,1.68,11.5,-24.34,-25.32,1.44,-190.14,-8.04,False
20.55,0.48,24,-6.1,2,21.62,-0.94,117.86,1.36,11.28,-25.64,-23.32,1.53,-175.14,-8.02,True
6.96,4.76,450,-0.02,20,32.46,-8.44,272.86,6.55,7.78,-16.28,-36.32,20.7,-454.14,-6.85,False
13.74,2.2,75,-5.2,2,20.42,1.92,81.86,1.64,10.57,-35.48,-25.32,1.59,-166.14,-8.94,True
19.35,1.72,105,-3.86,2,21.22,-0.68,101.86,0.81,10.09,-31.98,-23.32,1.8,-259.14,,True
12.96,1.93,54,-3.92,2,21.3,0.02,111.86,1.41,10.02,-24.4,-23.32,0.93,-235.14,,False
17.4,0.77,12,-3.7,2,20.26,0.54,112.86,1.52,11.61,-24.8,-23.32,2.49,-259.14,-8.01,False
-1.02,0.36,765,6.14,20,35.76,-9.8,282.86,8.1,6.37,-16.36,-36.32,25.35,-109.14,-8.36,True
-2.88,2.58,525,6.72,20,39.66,-9.78,212.86,6,5.95,-16.08,-26.32,17.25,-214.14,-7.76,True
15.03,1.19,96,-4.92,2,20.06,2.28,88.86,1.9,10.63,-24.88,-23.32,2.07,-265.14,,False
2.82,3.02,105,-0.58,20,31.06,-6.68,282.86,10.55,9.32,-16.42,-36.32,22.8,-274.14,-7.59,False
9.36,1.43,660,4.12,20,32.36,-9.52,212.86,7,7.75,-14.68,-26.32,24.15,-214.14,,False
5.52,0.69,330,3.7,20,30.76,-6.9,72.86,8.3,7,-17.96,-26.32,15.15,-214.14,-5.97,False
15.84,0.96,36,-3.64,2,21.32,-0.02,76.86,1.26,9.93,-23.68,-23.32,1.77,-271.14,-8.54,True
15.51,2.74,72,-3.52,2,21.7,4.42,79.86,1.68,10.22,-24.56,-23.32,1.26,-229.14,,True
1.11,0.83,135,3.06,20,33.26,-8.24,307.86,11.45,9.85,-17.5,-26.32,23.85,-379.14,-7.15,False
12.15,1.46,12,-3.68,2,21.1,2.88,85.86,1.37,11.1,-28.3,-23.32,1.65,-247.14,,True
-2.37,2.83,810,4.48,20,29.96,-10.64,107.86,5.95,5.23,-18.06,-26.32,30.9,-394.14,-6.92,False
-0.15,2.13,360,3.5,20,30.96,-9.6,117.86,5.2,6.07,-15.3,-26.32,21,-484.14,-5.93,False
19.05,0.31,3,-4.86,2,20.12,2.08,118.86,1.72,12.81,-25.56,-23.32,0.93,-154.14,-7.94,True
4.17,-0.64,600,4.42,20,31.06,-9.4,182.86,9.3,5.9,-16.74,-46.32,24.75,100.86,,False
14.13,1.08,33,-7.12,0,20.26,-0.34,76.86,1,9.93,-23.52,-25.32,1.98,-187.14,-8.22,True
1.23,1.07,615,4.14,20,32.36,-5.78,122.86,9.1,6.09,-23.84,-36.32,20.25,-424.14,,False
5.58,0.63,150,4.12,20,36.36,-9.38,277.86,7.25,6.85,-17.9,-36.32,16.05,-154.14,-6.9,True
-1.26,0.43,1050,6.52,20,32.36,-8.14,142.86,7.45,6.73,-15.16,-46.32,26.55,-79.14,,True
12.33,0.88,54,-8.58,2,20.66,0.78,78.86,1.43,10.43,-24.14,-23.32,1.59,-208.14,-7.57,False
15.99,0.52,36,-8.08,2,20.8,2.44,120.86,1.6,10.45,-26.12,-23.32,0.99,-169.14,,False
1.95,-0.18,615,4.22,20,32.66,-4.9,162.86,6.9,7.2,-15.5,-46.32,22.35,-184.14,,True
13.08,0.58,21,-4.34,2,21.02,-0.52,116.86,0.31,10.68,-24.32,-25.32,0.24,-178.14,,False
-0.78,4.95,975,5.42,10,33.56,-9.2,267.86,12.1,4.99,-13.52,-26.32,26.7,-364.14,,True
14.7,1.14,6,-4.38,2,20.16,-0.38,87.86,1.77,10.64,-25.92,-23.32,1.08,-202.14,-7.75,False
-0.63,3.02,885,0.62,20,33.36,-4.3,137.86,6.25,5.63,-17.14,-36.32,16.05,-274.14,,False
14.94,2.04,30,-3.54,2,20.96,1.3,79.86,1.04,10.09,-27.78,-23.32,0.15,-247.14,,False
9.3,0.27,435,4.24,20,34.26,-9,292.86,5.2,5.95,-17.7,-46.32,20.55,70.86,,False
0.3,0.83,885,4.64,20,30.56,-6.48,132.86,5.9,12.19,-16.26,-46.32,27.9,-4.14,-8.35,True
-1.98,3.39,645,6.4,20,33.86,-6.78,192.86,8.05,5.43,-15.06,-36.32,24,-94.14,,True
14.58,1.45,3,-6.92,2,19.82,0.3,94.86,0.95,10.94,-24.38,-23.32,2.22,-163.14,,False
3.21,0.5,855,-0.9,20,30.96,-7.82,307.86,14.65,9.21,-16.78,-46.32,23.85,-124.14,-7.31,False
12.12,0.74,180,-7.44,2,21.2,2.3,85.86,1.85,10.68,-28.76,-25.32,1.56,-205.14,,True
13.8,1.18,12,-4.5,2,20.02,3.68,113.86,1.68,11.21,-28.94,-21.32,2.22,-250.14,,False
4.8,1.96,1125,2.34,20,32.56,-7.84,302.86,7.7,6.3,-16.8,-36.32,20.55,-454.14,-7.78,False
21.93,1.04,33,-8.44,2,21.18,-0.48,93.86,1.91,12.04,-28.74,-21.32,1.95,-217.14,-9.66,True
3.54,-0.01,60,3.8,20,34.16,-8.66,222.86,9.4,6.12,-16.94,-36.32,15.15,-364.14,,False
2.19,5.11,975,2.02,20,31.26,-9.7,92.86,7.65,6.59,-19.46,-36.32,20.7,-169.14,,False
